date_local,tweets_total,retweets_total,tweet_ratio,avg_tweets_per_hour,active_hours_count,mean_intertweet_gap,std_intertweet_gap,min_gap,max_gap,burst_count,max_burst_length,burstiness,avg_tweet_length,morning_tweets,afternoon_tweets,evening_tweets,night_tweets,tweet_entropy,time_of_first_tweet_sin,time_of_first_tweet_cos,time_of_last_tweet_sin,time_of_last_tweet_cos,7d_avg_tweets,7d_var_tweets
2024-11-07,30.0,4.0,0.8666666666666667,1.25,7.0,44.28505747126437,124.05998428217084,0.5333333333333333,544.0833333333334,12.0,5.0,0.4738774957669853,107.0,20.0,8.0,1.0,1.0,1.7650755886254272,0.022323815410077108,0.9997507925805995,-0.610893911203348,0.7917124662746419,56.42857142857143,368.24489795918464
2024-11-08,44.0,10.0,0.7727272727272727,1.8333333333333333,10.0,31.844573643410847,80.92100334229775,0.11666666666666667,411.93333333333334,15.0,12.0,0.43520754303511106,69.45454545454545,11.0,9.0,7.0,17.0,2.0324120055530774,0.2577652297006549,0.9662075793313611,-0.04768757327771106,0.9988623004973624,52.42857142857143,339.67346938775614
2024-11-09,63.0,26.0,0.5873015873015873,2.625,12.0,23.07849462365591,71.72613982567988,0.26666666666666666,516.7666666666667,21.0,14.0,0.5131357289080797,79.52380952380952,2.0,2.0,19.0,40.0,2.0412592914831778,0.027703556964016947,0.9996161828079523,-0.0121442841781115,0.9999262554617722,53.285714285714285,351.91836734693976
2024-11-10,49.0,22.0,0.5510204081632653,2.0416666666666665,13.0,29.96388888888889,60.95025306563896,0.1,312.3,24.0,6.0,0.3408310688588844,86.3061224489796,16.0,15.0,14.0,4.0,2.3307579449089832,0.004145145102923426,0.999991408849134,-0.0034179297969385404,0.9999941588608922,50.57142857142857,316.2448979591847
2024-11-11,24.0,13.0,0.4583333333333333,1.0,12.0,57.671739130434794,83.71430372512906,0.08333333333333333,354.23333333333335,16.0,3.0,0.18419473428009184,81.375,4.0,10.0,5.0,5.0,2.2764056399804224,0.020869713725025437,0.9997822038069268,-0.45696856185663615,0.8894828460823051,43.0,260.0000000000012
2024-11-12,86.0,34.0,0.6046511627906976,3.5833333333333335,15.0,15.24156862745098,51.489469106915024,0.16666666666666666,423.65,19.0,35.0,0.5431940175088367,81.63953488372093,11.0,11.0,60.0,4.0,2.1747618782452673,0.39961586698133394,0.9166826925696573,-0.21750445869228247,0.9760593273203105,45.857142857142854,440.40816326530734
2024-11-13,54.0,17.0,0.6851851851851852,2.25,15.0,21.378930817610062,42.02547547124615,0.21666666666666667,250.15,20.0,7.0,0.325632647036786,79.53703703703704,16.0,17.0,12.0,9.0,2.4997956777428363,0.9571301216342067,0.2896582991396736,-0.06220988052144287,0.9980630895717504,50.0,370.57142857142975
2024-11-14,71.0,17.0,0.7605633802816901,2.9583333333333335,12.0,18.740238095238094,52.69247856727143,0.21666666666666667,297.48333333333335,15.0,17.0,0.47530378317324595,69.21126760563381,31.0,8.0,3.0,29.0,2.00258455452476,0.024722978490439005,0.9996943404534014,-0.5094795142620102,0.8604827857356278,55.857142857142854,342.12244897959306
2024-11-15,54.0,18.0,0.6666666666666666,2.25,14.0,26.95943396226415,59.61127189547429,0.11666666666666667,354.8833333333333,19.0,14.0,0.3771695934519337,79.5,26.0,7.0,13.0,8.0,2.3861707687186575,0.024577578581502973,0.999697925691091,-0.024068674826092065,0.9997103074851813,57.285714285714285,320.48979591836854
2024-11-16,90.0,24.0,0.7333333333333333,3.75,19.0,16.14007490636704,39.793358463092396,0.26666666666666666,313.31666666666666,27.0,13.0,0.4228827399256423,69.6,33.0,28.0,15.0,14.0,2.571870485090128,0.007781181058760699,0.9999697261524124,-0.00763574127579219,0.9999708473026447,61.142857142857146,453.8367346938788
2024-11-17,67.0,28.0,0.582089552238806,2.7916666666666665,10.0,14.767424242424244,38.615547608480796,0.25,267.05,15.0,24.0,0.4467365255097209,70.71641791044776,12.0,19.0,33.0,3.0,2.1042937900697405,0.9890802632347816,0.14737785749363802,-0.5708927010679036,0.8210246792072655,63.714285714285715,431.0612244897971
2024-11-18,50.0,20.0,0.6,2.0833333333333335,10.0,23.373129251700686,71.24046388157969,0.38333333333333336,466.4,16.0,15.0,0.5059244982108352,83.04,22.0,12.0,13.0,3.0,2.1486515946876024,0.34072142611543377,0.9401642993572267,-0.8065305982396096,0.5911923494965554,67.42857142857143,218.81632653061345
